timestamp_sec,timestamp_nanosec,roll,pitch,yaw
5,419000000,-0.0001768399475254717,-2.305956912561048e-05,1.5977554333336033e-06
5,429000000,0.0002880245955912973,-3.160592804082981e-05,1.6028665584846002e-06
5,439000000,0.000873201843877401,9.033228089774058e-05,1.604100816437191e-06
5,449000000,0.0002880245955910861,-3.1605928040996745e-05,1.6085095654580606e-06
5,459000000,-0.0001768399475299161,-2.3059569126429893e-05,1.6090414472805217e-06
5,469000000,0.0002880245955914057,-3.16059280403684e-05,1.6141525724314649e-06
5,479000000,-0.00017683994752998747,-2.3059569127508935e-05,1.614684454253854e-06
5,489000000,0.00028802459559411966,-3.16059280417082e-05,1.619795579404676e-06
5,499000000,0.0008732018438809805,9.033228089715501e-05,1.621029837357333e-06
5,509000000,0.0002880245955931658,-3.1605928041744316e-05,1.625438586378046e-06
5,519000000,-0.00017683994753044693,-2.305956912733581e-05,1.625970468200447e-06
5,529000000,-0.0007304177673981355,7.55612469404082e-05,1.6306611338410246e-06
5,540000000,0.0008732018438746375,9.033228089837628e-05,1.6323158513037676e-06
5,551000000,-0.0001768399475297197,-2.3059569126777248e-05,1.634999279357491e-06
5,561000000,0.00028802459558948285,-3.160592803989505e-05,1.6401104045082482e-06
5,571000000,-0.00017683994752754696,-2.305956912681625e-05,1.6406422863304963e-06
5,581000000,0.0002880245955946665,-3.160592804199101e-05,1.6457534114812448e-06
5,591000000,-0.00017683994753041666,-2.305956912737774e-05,1.6462852933036856e-06
5,601000000,0.00028802459559094354,-3.160592803985579e-05,1.6513964184543899e-06
5,611000000,-0.00017683994752703394,-2.3059569126599625e-05,1.6519283002766898e-06
5,621000000,0.0002880245955967323,-3.160592804312386e-05,1.6570394254275062e-06
5,631000000,-0.00017683994752952555,-2.3059569127151423e-05,1.6575713072497464e-06
5,641000000,0.0002880245955938955,-3.160592804221745e-05,1.6626824324002775e-06
5,651000000,-0.00017683994752526697,-2.3059569126919312e-05,1.6632143142226422e-06
5,661000000,0.0002880245955919781,-3.1605928040282134e-05,1.668325439373366e-06
5,671000000,-0.00017683994753112337,-2.3059569127125856e-05,1.6688573211954403e-06
5,681000000,0.0002880245955956636,-3.1605928042029035e-05,1.6739684463459878e-06
5,691000000,0.0008732018438776239,9.033228089745309e-05,1.675202704298362e-06
5,701000000,0.0002880245955916864,-3.160592804131817e-05,1.6796114533188178e-06
5,711000000,-0.00017683994752853548,-2.3059569127228835e-05,1.68014333514099e-06
5,721000000,0.0002880245955911465,-3.160592804174414e-05,1.6852544602914746e-06
5,731000000,-0.0001768399475302049,-2.305956912748871e-05,1.6857863421135969e-06
5,741000000,0.00028802459559102773,-3.160592804039132e-05,1.690897467264042e-06
5,751000000,-0.0001768399475280479,-2.305956912693807e-05,1.6914293490861236e-06
5,761000000,-0.0007304177673997508,7.556124693895723e-05,1.696120014726398e-06
5,771000000,-0.00017683994752747768,-2.3059569126110745e-05,1.6970723560586711e-06
5,781000000,0.00028802459559414427,-3.1605928041007926e-05,1.702183481209128e-06
5,791000000,-0.00017683994752915123,-2.305956912676237e-05,1.7027153630312066e-06
5,801000000,0.000288024595598327,-3.160592804360425e-05,1.7078264881817256e-06
5,811000000,-0.00017683994752419087,-2.305956912618063e-05,1.708358370003707e-06
5,821000000,0.0002880245955911924,-3.160592804021459e-05,1.7134694951542138e-06
5,832000000,0.0008732018438825739,9.033228089822422e-05,1.7147037531062186e-06
5,842000000,-0.0007304177674049805,7.556124693936601e-05,1.7186920426163512e-06
5,855000000,-0.00017683994752855532,-2.3059569126936883e-05,1.7207729853427998e-06
5,865000000,0.000288024595590454,-3.1605928041122106e-05,1.7258841104931085e-06
5,875000000,0.0008732018438788431,9.033228089789246e-05,1.72711836844513e-06
5,885000000,0.0002880245955896647,-3.160592804008412e-05,1.7315271174652668e-06
5,895000000,-0.00017683994752816732,-2.3059569126740924e-05,1.732058999287119e-06
5,905000000,0.0002880245955939966,-3.1605928043134955e-05,1.7371701244373385e-06
5,915000000,0.0008732018438745252,9.033228089760066e-05,1.738404382389425e-06
5,925000000,0.00028802459559235105,-3.160592804217865e-05,1.7428131314094944e-06
5,935000000,-0.0001768399475280996,-2.305956912644665e-05,1.7433450132312923e-06
5,945000000,0.0002880245955935346,-3.160592804220131e-05,1.7484561383814996e-06
5,955000000,-0.00017683994752741163,-2.3059569127167113e-05,1.7489880202032994e-06
5,965000000,-0.0007304177673963247,7.556124693851509e-05,1.7536786858433574e-06
5,975000000,-0.00017683994752898117,-2.3059569128108045e-05,1.7546310271753766e-06
5,985000000,0.0002880245955910122,-3.1605928041535147e-05,1.7597421523255172e-06
5,995000000,-0.00017683994752653657,-2.3059569126772684e-05,1.7602740341472517e-06
6,5000000,0.0002880245955942912,-3.160592804151639e-05,1.7653851592973875e-06
6,15000000,0.0008732018438831459,9.033228089841218e-05,1.7666194172492119e-06
6,25000000,-0.0007304177674078659,7.55612469405452e-05,1.7706077067589858e-06
6,35000000,-0.00017683994752676569,-2.3059569125687882e-05,1.771560048090781e-06
6,45000000,0.00028802459558670713,-3.1605928039917795e-05,1.776671173240817e-06
6,55000000,-0.0001768399475266959,-2.305956912747968e-05,1.7772030550623176e-06
6,65000000,0.0002880245955902249,-3.1605928042115784e-05,1.7823141802123404e-06
6,75000000,-0.0001768399475314653,-2.3059569127247327e-05,1.782846062033908e-06
6,85000000,0.00028802459559423144,-3.160592804146561e-05,1.787957187183811e-06
6,95000000,-0.00017683994752796078,-2.3059569127166517e-05,1.7884890690054745e-06
6,105000000,-0.0007304177674051792,7.556124694024775e-05,1.7931797346452312e-06
6,115000000,-0.00017683994752515857,-2.3059569125654875e-05,1.7941320759769537e-06
6,125000000,0.00028802459559296823,-3.1605928041400665e-05,1.7992432011269003e-06
6,135000000,-0.0001768399475271354,-2.305956912675629e-05,1.7997750829484081e-06
6,145000000,0.000288024595591763,-3.160592804187814e-05,1.8048862080983528e-06
6,155000000,-0.00017683994752486112,-2.305956912686554e-05,1.8054180899198737e-06
6,165000000,0.0002880245955953839,-3.160592804116097e-05,1.8105292150698184e-06
6,175000000,0.0008732018438786731,9.03322808967475e-05,1.8117634730214506e-06
6,186000000,-0.00017683994752690853,-2.305956912660768e-05,1.8144469010740831e-06
6,196000000,0.0008732018438732113,9.033228089755416e-05,1.8174064799928245e-06
6,207000000,-0.00017683994752979064,-2.305956912780941e-05,1.8200899080453236e-06
6,217000000,0.0002880245955894289,-3.1605928040950714e-05,1.8252010331950987e-06
6,227000000,-0.00017683994752755745,-2.3059569126218538e-05,1.8257329150164473e-06
6,237000000,0.0002880245955903055,-3.160592804059142e-05,1.8308440401662338e-06
6,247000000,-0.0001768399475261557,-2.3059569125298027e-05,1.8313759219876141e-06
6,257000000,0.0002880245955939014,-3.1605928041657255e-05,1.8364870471374125e-06
6,267000000,-0.00017683994752559955,-2.3059569126900406e-05,1.8370189289587075e-06
6,277000000,0.0002880245955888862,-3.160592804073432e-05,1.8421300541083894e-06
6,287000000,-0.00017683994753059178,-2.305956912674364e-05,1.8426619359296242e-06
6,297000000,0.000288024595590627,-3.160592804143254e-05,1.8477730610792094e-06
6,307000000,-0.00017683994752997468,-2.3059569126258962e-05,1.8483049429004274e-06
