timestamp,roll,pitch,yaw,altitude,roll_setpoint,pitch_setpoint,yaw_setpoint
1733392463116101,4.230914513353366e-08,-4.451800955128714e-09,1.5498798078085869e-06,0.8350431323051453,0.0,0.0,0.0
1733392463131230,1.6408903814736956e-09,-1.728246937131875e-10,1.5498798078172e-06,0.845145046710968,0.0,0.0,0.0
1733392463148649,-1.1062339443611079e-08,1.163767291715334e-09,1.5498798078193224e-06,0.8312482237815857,0.0,0.0,0.0
1733392463157370,-2.4503209520569844e-08,2.577971989337036e-09,1.5498798078212883e-06,0.8487210273742676,0.0,0.0,0.0
1733392463182758,-3.50684577195616e-08,3.6896135947715394e-09,1.5498798078226391e-06,0.8423373699188232,0.0,0.0,0.0
1733392463231643,-1.0443404048342401e-07,1.0988053208084588e-08,1.5498798078279922e-06,0.8214612603187561,0.0,0.0,0.0
1733392463301914,-1.4830412499675735e-07,1.560396410382138e-08,1.5498798078315588e-06,0.8326698541641235,0.0,0.0,0.0
1733392463348054,-1.5553252788422452e-07,1.6364532733575287e-08,1.5498798078340936e-06,0.8375938534736633,0.0,0.0,0.0
1733392463417462,-1.5821640250679476e-07,1.6646948747087963e-08,1.5498798078389795e-06,0.839899480342865,0.0,0.0,0.0
1733392463454796,-1.5533165933172935e-07,1.6343446984051408e-08,1.549879807843894e-06,0.8296301960945129,0.0,0.0,0.0
1733392463534247,-1.4575754808153007e-07,1.533611788482364e-08,1.5498798078515676e-06,0.8354365825653076,0.0,0.0,0.0
1733392463573020,-1.39040838294504e-07,1.4629420442434921e-08,1.5498798078556304e-06,0.8356156945228577,0.0,0.0,0.0
1733392463632094,-1.250963952723049e-07,1.3162252101761891e-08,1.5498798078627275e-06,0.831930935382843,0.0,0.0,0.0
1733392463692736,-1.0604114015551392e-07,1.1157341141899687e-08,1.549879807870733e-06,0.8325801491737366,0.0,0.0,0.0
1733392463744735,-8.98463952609141e-08,9.453396684100903e-09,1.5498798078764886e-06,0.8375834226608276,0.0,0.0,0.0
1733392463802356,-6.53900870412475e-08,6.880199697554138e-09,1.5498798078837638e-06,0.8425545692443848,0.0,0.0,0.0
1733392463862595,-4.8682195924518275e-08,5.122258070102393e-09,1.5498798078878914e-06,0.8291572332382202,0.0,0.0,0.0
1733392463925618,-2.5614589650518974e-08,2.6951677383808446e-09,1.5498798078925994e-06,0.8333098888397217,0.0,0.0,0.0
1733392463979756,-8.599460576135607e-09,9.048947126708034e-10,1.5498798078954075e-06,0.8370534181594849,0.0,0.0,0.0
1733392464040677,5.724581167655665e-09,-6.022332421593089e-10,1.5498798078973836e-06,0.8325760364532471,0.0,0.0,0.0
1733392464094343,2.3346149988463045e-08,-2.456318789166701e-09,1.5498798078994085e-06,0.8370298743247986,0.0,0.0,0.0
1733392464146246,3.469685491433967e-08,-3.6506060913487294e-09,1.5498798079005484e-06,0.8349071741104126,0.0,0.0,0.0
1733392464208713,4.5167522199114613e-08,-4.7523007055243605e-09,1.5498798079015824e-06,0.8454644680023193,0.0,0.0,0.0
1733392464258690,5.470158246115789e-08,-5.75545139468256e-09,1.5498798079026897e-06,0.8283588886260986,0.0,0.0,0.0
1733392464320471,6.006986818229916e-08,-6.320292355239083e-09,1.5498798079035918e-06,0.8310728073120117,0.0,0.0,0.0
1733392464380948,6.335589022426957e-08,-6.666044484127984e-09,1.5498798079045131e-06,0.8342456817626953,0.0,0.0,0.0
1733392464442177,6.528741646680815e-08,-6.869284767173809e-09,1.5498798079059901e-06,0.8364811539649963,0.0,0.0,0.0
1733392464500043,6.475584798991393e-08,-6.813363951753709e-09,1.5498798079072903e-06,0.8335903882980347,0.0,0.0,0.0
1733392464558460,6.280692384492332e-08,-6.608312942038213e-09,1.5498798079086087e-06,0.8426563739776611,0.0,0.0,0.0
1733392464619376,5.818616819509097e-08,-6.122143160447092e-09,1.5498798079105095e-06,0.8352355360984802,0.0,0.0,0.0
1733392464673271,5.378495790467251e-08,-5.659069468677808e-09,1.5498798079118766e-06,0.8500312566757202,0.0,0.0,0.0
1733392464730499,4.653106338454419e-08,-4.895847470633373e-09,1.5498798079137227e-06,0.8396647572517395,0.0,0.0,0.0
1733392464792170,4.043882425467024e-08,-4.2548479387097384e-09,1.5498798079150329e-06,0.8322924971580505,0.0,0.0,0.0
1733392464845968,3.356009673838505e-08,-3.531096179094553e-09,1.5498798079163258e-06,0.8378231525421143,0.0,0.0,0.0
1733392464921766,2.4953262474213684e-08,-2.625518564083442e-09,1.549879807917725e-06,0.8365417718887329,0.0,0.0,0.0
1733392464986422,1.8162257023562978e-08,-1.9109943794632436e-09,1.5498798079186886e-06,0.8491196036338806,0.0,0.0,0.0
1733392465053889,9.949170013595001e-09,-1.046842954860491e-09,1.5498798079197152e-06,0.8348020911216736,0.0,0.0,0.0
1733392465093843,4.0425884736030095e-09,-4.253729223904976e-10,1.5498798079203757e-06,0.8388556838035583,0.0,0.0,0.0
1733392465157464,-1.3918988993481806e-09,1.4642566906927902e-10,1.5498798079209394e-06,0.8285574316978455,0.0,0.0,0.0
1733392465225817,-7.763700934714229e-09,8.168463874993442e-10,1.5498798079215705e-06,0.8456953763961792,0.0,0.0,0.0
1733392465281284,-1.217897360181798e-08,1.2814081984404976e-09,1.5498798079220147e-06,0.8503824472427368,0.0,0.0,0.0
1733392465341487,-1.6347575627297065e-08,1.7200171423864722e-09,1.5498798079224827e-06,0.8389546275138855,0.0,0.0,0.0
1733392465394663,-1.890057529642716e-08,1.98863778510941e-09,1.5498798079228412e-06,0.8398492336273193,0.0,0.0,0.0
1733392465454677,-2.0680100979534995e-08,2.1758763609324282e-09,1.5498798079231904e-06,0.8535234332084656,0.0,0.0,0.0
