timestamp,roll,pitch,yaw,altitude,roll_setpoint,pitch_setpoint,yaw_setpoint
1733387236913137,-7.455158218575691e-22,-8.048239013428745e-23,6.153020461778851e-07,0.9374033212661743,0.0,0.0,0.0
1733387236976043,-8.725234505484104e-22,-9.419428033344172e-23,6.153020461778851e-07,0.9463961124420166,0.0,0.0,0.0
1733387237038984,-9.390520679984656e-22,-1.0137692184130314e-22,6.153020461778851e-07,0.9328219294548035,0.0,0.0,0.0
1733387237092277,-9.720580975561462e-22,-1.0494052273991399e-22,6.153020461778851e-07,0.9448714256286621,0.0,0.0,0.0
1733387237156939,-9.761491933548956e-22,-1.0538251748176085e-22,6.153020461778851e-07,0.9306649565696716,0.0,0.0,0.0
1733387237213171,-9.560870616911075e-22,-1.032169434636311e-22,6.153020461778851e-07,0.9375160336494446,0.0,0.0,0.0
1733387237261208,-8.960321151941988e-22,-9.673390044444823e-23,6.153020461778851e-07,0.9436133503913879,0.0,0.0,0.0
1733387237325861,-8.074098152922474e-22,-8.716672833704165e-23,6.153020461778851e-07,0.9391719102859497,0.0,0.0,0.0
1733387237395261,-7.258014733392859e-22,-7.835665624958534e-23,6.153020461778851e-07,0.9457175731658936,0.0,0.0,0.0
1733387237448040,-6.345988632099096e-22,-6.851077441031076e-23,6.153020461778851e-07,0.944686770439148,0.0,0.0,0.0
1733387237515181,-4.998531495110852e-22,-5.396407516305598e-23,6.153020461778851e-07,0.9401471614837646,0.0,0.0,0.0
1733387237567413,-3.976615838080246e-22,-4.2931769710628296e-23,6.153020461778851e-07,0.9384908080101013,0.0,0.0,0.0
1733387237612146,-2.953989815935848e-22,-3.189176317539247e-23,6.153020461778851e-07,0.9442694187164307,0.0,0.0,0.0
1733387237673593,-1.5662256490568617e-22,-1.6909771065393017e-23,6.153020461778851e-07,0.9392700791358948,0.0,0.0,0.0
1733387237733575,-6.644788249745533e-23,-7.174683095148606e-24,6.153020461778851e-07,0.9379992485046387,0.0,0.0,0.0
1733387237794842,4.711965486364614e-23,5.0858920220198544e-24,6.153020461778851e-07,0.9411121010780334,0.0,0.0,0.0
1733387237850091,1.2468518943670986e-22,1.345977728982068e-23,6.153020461778851e-07,0.9432873129844666,0.0,0.0,0.0
1733387237924551,1.8992518581273642e-22,2.0503037647837073e-23,6.153020461778851e-07,0.947015643119812,0.0,0.0,0.0
1733387237996081,2.638274637980437e-22,2.848151547731534e-23,6.153020461778851e-07,0.9399556517601013,0.0,0.0,0.0
1733387238060288,3.049107047874761e-22,3.291689206142311e-23,6.153020461778851e-07,0.9469771385192871,0.0,0.0,0.0
1733387238125728,3.345674627591459e-22,3.6118694374076566e-23,6.153020461778851e-07,0.92210453748703,0.0,0.0,0.0
1733387238178857,3.535522612778311e-22,3.816837964262416e-23,6.153020461778851e-07,0.9338608384132385,0.0,0.0,0.0
1733387238236142,3.6164042634215533e-22,3.904171935595045e-23,6.153020461778851e-07,0.9457520246505737,0.0,0.0,0.0
1733387238284532,3.572771525812206e-22,3.8570776005216335e-23,6.153020461778851e-07,0.9290962219238281,0.0,0.0,0.0
1733387238328719,3.386432648606139e-22,3.655923926532323e-23,6.153020461778851e-07,0.9434303045272827,0.0,0.0,0.0
1733387238381780,3.1789821020979246e-22,3.431973425303183e-23,6.153020461778851e-07,0.9332606196403503,0.0,0.0,0.0
1733387238436419,2.890836877809839e-22,3.1209063782848985e-23,6.153020461778851e-07,0.9466494917869568,0.0,0.0,0.0
1733387238484117,2.531336759652213e-22,2.7328051552375606e-23,6.153020461778851e-07,0.9528513550758362,0.0,0.0,0.0
1733387238563822,2.059732869973982e-22,2.2236783679976178e-23,6.153020461778851e-07,0.9428663849830627,0.0,0.0,0.0
1733387238634263,1.686127860974571e-22,1.8203459502050465e-23,6.153020461778851e-07,0.9526947140693665,0.0,0.0,0.0
1733387238700045,1.2689509421987948e-22,1.3699731830411197e-23,6.153020461778851e-07,0.9369334578514099,0.0,0.0,0.0
1733387238748888,7.595357957354655e-23,8.200206705895501e-24,6.153020461778851e-07,0.9279783368110657,0.0,0.0,0.0
1733387238812942,3.698748627567692e-23,3.993505910212405e-24,6.153020461778851e-07,0.9364888668060303,0.0,0.0,0.0
1733387238883268,2.9244522882410685e-24,3.1611892786794586e-25,6.153020461778851e-07,0.9506298303604126,0.0,0.0,0.0
1733387238945186,-2.9921639012201313e-23,-3.2298999080568843e-24,6.153020461778851e-07,0.9363834857940674,0.0,0.0,0.0
1733387239028095,-6.499053347356537e-23,-7.015904998691809e-24,6.153020461778851e-07,0.9444963335990906,0.0,0.0,0.0
1733387239111474,-8.686366337019879e-23,-9.377319532345594e-24,6.153020461778851e-07,0.9341685175895691,0.0,0.0,0.0
1733387239175344,-1.1023660858168516e-22,-1.1900671721110104e-23,6.153020461778851e-07,0.9458860754966736,0.0,0.0,0.0
